arrivalDelayMs
36
89
89
126
135
149
149
186
186
186
189
203
215
222
226
226
226
226
226
226
226
226
226
226
226
240
240
240
243
262
267
267
267
267
267
267
267
267
267
270
270
270
270
270
270
270
280
280
280
282
283
290
290
290
290
290
290
290
290
290
290
290
290
290
290
290
290
290
290
290
290
290
290
290
290
290
296
296
296
296
296
302
320
320
322
330
330
330
330
330
330
330
330
330
330
330
330
330
330
330
330
330
330
330
330
330
330
330
330
330
330
330
330
330
336
336
336
336
336
336
342
346
357
357
357
357
357
357
361
361
361
361
361
361
361
361
362
362
362
363
363
367
367
367
367
369
369
369
369
369
369
369
369
369
369
369
369
369
369
369
369
369
369
382
382
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
391
402
402
402
402
402
402
402
402
402
402
402
402
402
402
403
403
403
420
420
420
420
420
420
420
420
420
420
420
422
422
422
422
422
422
428
428
428
428
428
438
438
438
438
438
438
438
438
438
438
438
438
438
438
438
438
438
438
438
438
438
438
438
443
443
443
448
448
448
448
448
448
448
448
448
448
448
448
448
448
448
448
448
448
448
448
448
448
448
448
448
448
448
451
451
451
451
451
451
451
451
451
451
451
458
458
458
458
458
458
458
458
458
458
458
458
458
458
458
458
458
458
458
458
458
458
462
462
462
463
467
467
467
467
467
467
467
467
469
469
469
469
469
469
469
469
469
469
469
469
469
469
469
469
469
469
469
469
469
469
469
469
469
469
469
474
474
474
474
474
474
474
474
474
474
474
474
474
474
474
474
474
474
483
483
483
507
507
507
507
507
507
508
508
508
508
508
508
508
508
508
508
522
522
522
522
523
523
523
523
532
532
541
541
541
541
541
541
541
541
541
541
541
541
541
541
545
545
545
545
545
545
545
545
546
546
546
546
546
546
546
546
546
546
559
559
559
559
559
559
559
559
559
562
574
574
574
583
583
583
595
606
606
606
606
606
606
606
606
606
606
606
606
606
606
606
613
613
613
616
616
616
616
622
636
636
636
636
636
636
638
638
638
638
638
640
662
662
669
670
708
716
