arrivalDelayMs
48
48
48
53
59
63
63
65
67
67
78
81
84
84
84
85
86
88
88
93
93
94
96
98
99
100
104
111
112
113
115
118
118
118
118
118
123
123
123
128
132
132
133
133
133
140
141
142
143
148
148
149
149
149
150
150
152
152
153
153
155
159
160
161
161
162
163
163
163
168
168
170
171
171
171
171
172
172
173
173
174
178
180
183
184
184
184
185
186
186
186
186
186
188
188
188
188
193
193
193
194
195
198
198
202
202
203
204
204
204
204
204
204
204
204
205
205
209
209
209
209
211
213
213
213
213
214
214
214
214
214
218
218
218
219
219
222
222
223
223
223
223
229
229
229
229
233
233
234
236
238
238
238
239
239
241
242
243
243
244
244
246
246
246
246
247
256
258
258
258
263
263
263
263
263
265
266
266
268
268
269
273
273
273
273
274
279
279
279
279
283
283
283
285
285
293
293
293
294
294
298
299
300
303
307
308
310
313
313
313
318
319
323
323
323
325
329
329
330
333
333
333
338
343
343
347
348
348
348
348
353
353
353
353
360
361
367
378
384
384
384
385
385
385
386
387
388
388
407
413
418
418
423
423
428
428
439
439
439
441
441
442
447
453
453
453
458
463
463
468
468
473
473
473
473
473
478
478
488
493
494
495
508
513
513
513
518
518
518
519
529
532
538
544
547
559
572
587
592
593
602
602
616
617
620
622
628
633
637
639
648
648
650
664
677
680
691
691
692
692
692
692
693
693
697
708
708
708
717
717
723
738
752
763
766
793
793
793
798
833
847
847
848
878
878
878
878
892
892
924
924
924
942
952
964
967
1002
1063
1223
1228
1253
1263
1284
1398
1407
1455
1456
1486
1486
1539
1559
1574
1585
1585
1585
1585
1585
1585
1585
1585
1645
1646
1699
1769
1785
1824
1833
1847
1847
1847
1847
1914
1989
2185
2185
2185
2185
2185
2185
2185
2185
2185
2185
2288
2288
2554
2773
2776
2862
3166
3188
3194
3262
3269
3269
3323
3338
3353
3383
3523
3714
3732
3748
3827
3918
3973
4025
4104
4134
4154
4302
4322
4334
4373
4382
4383
4403
4455
4464
4542
4543
4598
4631
4668
4676
4689
4749
4755
4799
4802
4851
6408
8861
