arrivalDelayMs
110
183
212
214
214
247
251
252
252
253
254
254
288
288
289
291
291
315
324
326
326
326
327
328
328
329
329
330
330
330
331
331
331
332
332
351
365
367
369
370
370
371
371
371
371
372
372
372
372
373
373
374
374
374
374
374
374
374
374
374
375
375
375
375
375
375
376
376
376
376
376
376
376
376
377
377
377
377
377
377
378
398
412
413
413
414
416
416
416
417
417
417
418
418
418
418
418
418
419
419
419
419
419
419
419
419
420
420
420
420
420
420
420
420
420
420
421
421
421
421
421
421
422
422
422
422
422
422
422
422
422
422
422
422
422
422
422
422
423
423
423
423
423
423
423
423
423
424
445
454
456
458
460
461
461
463
464
464
464
465
465
465
465
465
465
465
466
466
466
467
467
467
467
467
467
467
467
467
467
468
468
468
468
468
468
468
468
468
469
469
469
469
470
470
470
470
470
470
470
470
470
470
471
471
471
471
471
471
471
471
471
471
471
472
472
472
473
496
503
511
512
512
513
513
513
514
514
514
514
514
514
515
515
516
516
516
516
516
516
516
517
517
517
517
517
517
518
518
518
518
518
518
518
519
519
519
519
519
519
519
519
519
519
519
519
519
520
520
520
520
520
520
520
520
520
521
521
521
522
551
552
552
553
554
554
555
557
557
558
558
558
560
560
560
560
561
561
561
562
563
563
563
563
564
564
564
565
565
565
565
565
565
565
565
566
566
566
566
566
566
566
566
567
567
567
567
567
567
568
568
568
568
568
568
568
569
569
569
569
569
569
590
594
597
597
599
600
600
600
603
604
604
605
606
606
606
606
606
606
606
607
607
607
607
607
608
608
608
608
608
608
608
608
608
608
609
609
609
609
609
609
609
610
610
610
610
610
610
611
611
612
639
643
645
645
645
647
647
650
688
691
695
696
697
697
697
697
697
698
698
698
699
699
699
700
700
700
700
701
701
701
702
702
703
703
703
709
716
727
728
728
730
732
732
733
733
733
734
735
737
737
738
739
739
740
740
740
740
740
741
741
741
742
742
742
742
742
742
759
768
768
769
771
773
773
773
773
773
773
774
774
775
803
811
814
814
815
815
815
815
841
841
844
845
846
852
874
883
884
884
885
888
888
926
954
977
993
