run,arrivalDelayMs
1,35
1,41
1,61
1,64
1,64
1,73
1,73
1,75
1,76
1,77
1,78
1,79
1,81
1,83
1,85
1,85
1,92
1,95
1,98
1,99
1,106
1,108
1,109
1,113
1,121
1,123
1,130
1,133
1,135
1,138
1,147
1,152
1,154
1,165
1,166
1,170
1,172
1,174
1,182
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,184
1,185
1,185
1,185
1,185
1,185
1,185
1,185
1,185
1,185
1,185
1,185
1,185
1,204
1,204
1,204
1,204
1,204
1,204
1,204
1,204
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,205
1,209
1,229
1,244
1,248
1,263
1,263
1,263
1,264
1,287
1,290
1,290
1,295
1,296
1,299
1,299
1,299
1,312
1,319
1,319
1,327
1,329
1,339
1,345
1,349
1,350
1,354
1,359
1,364
1,364
1,374
1,381
1,381
1,381
1,381
1,383
1,383
1,384
1,385
1,387
1,389
1,394
1,394
1,397
1,397
1,397
1,397
1,397
1,397
1,397
1,397
1,397
1,397
1,397
1,397
1,397
1,397
1,397
1,397
1,397
1,397
1,397
1,397
1,397
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,398
1,409
1,409
1,409
1,409
1,409
1,409
1,409
1,409
1,409
1,410
1,410
1,410
1,434
1,464
1,475
1,485
1,485
1,485
1,485
1,485
1,485
1,485
1,485
1,485
1,486
1,486
1,486
1,486
1,486
1,486
1,486
1,486
1,486
1,486
1,486
1,486
1,486
1,583
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,584
1,649
1,649
1,649
1,649
1,649
1,649
1,649
1,649
1,649
1,649
1,649
1,649
1,777
1,777
1,777
1,777
1,777
1,777
1,777
1,777
1,777
1,777
1,777
1,777
1,800
1,812
1,812
1,812
1,812
1,812
1,812
1,812
1,869
1,880
1,881
1,883
1,883
1,883
1,883
1,883
1,883
1,883
1,883
1,883
1,883
1,883
1,883
1,905
1,905
1,905
1,905
1,905
1,905
1,905
1,1050
1,1062
1,1063
1,1063
1,1064
1,1070
1,1082
1,1082
1,1082
1,1082
1,1082
1,1082
1,1113
1,1113
1,1113
1,1113
1,1113
1,1113
1,1113
1,1113
1,1114
1,1185
1,1185
1,1185
1,1185
1,1185
1,1185
1,1185
1,1284
1,1285
1,1286
1,1291
1,1292
1,1296
1,1304
1,1323
1,1350
1,1350
1,1350
1,1350
1,1350
1,1350
1,1350
1,1350
1,1350
1,1350
1,1350
1,1350
1,1514
1,1584
1,1725
1,1726
1,1759
1,1760
1,1809
1,1809
1,2012
1,2016
1,2023
1,2035
1,2074
1,2075
1,2218
1,2218
1,2266
1,2278
1,2280
1,2287
1,2297
1,2298
1,2298
1,2352
1,2382
1,2425
1,2455
1,2502
1,2662
2,34
2,43
2,46
2,46
2,48
2,51
2,52
2,57
2,57
2,58
2,62
2,63
2,65
2,65
2,67
2,67
2,68
2,72
2,74
2,74
2,76
2,77
2,77
2,77
2,78
2,81
2,82
2,87
2,87
2,87
2,94
2,95
2,97
2,100
2,100
2,101
2,101
2,101
2,101
2,101
2,104
2,105
2,105
2,107
2,110
2,111
2,111
2,111
2,111
2,112
2,113
2,113
2,113
2,113
2,117
2,118
2,121
2,121
2,122
2,125
2,126
2,126
2,127
2,127
2,131
2,131
2,131
2,132
2,132
2,133
2,133
2,134
2,134
2,135
2,136
2,136
2,136
2,136
2,137
2,139
2,141
2,142
2,142
2,142
2,144
2,146
2,147
2,149
2,150
2,156
2,156
2,156
2,156
2,157
2,157
2,161
2,162
2,164
2,166
2,167
2,168
2,169
2,171
2,171
2,171
2,171
2,172
2,172
2,172
2,174
2,175
2,176
2,179
2,181
2,185
2,185
2,185
2,186
2,187
2,187
2,187
2,188
2,188
2,188
2,190
2,192
2,192
2,194
2,194
2,195
2,195
2,195
2,196
2,199
2,200
2,201
2,201
2,201
2,206
2,206
2,206
2,206
2,206
2,207
2,207
2,207
2,208
2,209
2,209
2,213
2,213
2,215
2,216
2,216
2,216
2,217
2,219
2,219
2,219
2,220
2,221
2,222
2,223
2,224
2,225
2,226
2,226
2,227
2,231
2,231
2,231
2,232
2,232
2,234
2,234
2,235
2,235
2,240
2,241
2,242
2,246
2,246
2,246
2,246
2,247
2,249
2,250
2,254
2,256
2,257
2,260
2,260
2,261
2,261
2,264
2,264
2,267
2,267
2,267
2,267
2,272
2,275
2,275
2,277
2,278
2,281
2,282
2,282
2,284
2,286
2,286
2,286
2,289
2,292
2,293
2,294
2,295
2,296
2,297
2,297
2,297
2,300
2,304
2,305
2,305
2,308
2,308
2,309
2,311
2,313
2,314
2,314
2,314
2,314
2,315
2,317
2,317
2,317
2,319
2,319
2,323
2,324
2,326
2,326
